0.352986208	0.537488552	-1
0.276857226	0.467674224	-1
0.105010988	0.137068873	-1
0.283379246	0.712693396	-1
0.401522429	0.999046274	-1
0.194928845	0.842216629	-1
0.091200095	0.240553817	-1
0.201709163	0.423112192	-1
0.412724512	0.103366811	-1
0.390024662	0.674095268	-1
0.253946136	0.870661906	-1
0.319595991	0.188168832	-1
0.02582037	0.340124182	-1
0.32437045	0.242616605	-1
0.284688547	0.301796732	-1
0.293704186	0.280196733	-1
0.002061268	0.278638011	-1
0.388086928	0.657880221	-1
0.007573701	0.253572328	-1
0.346812379	0.428423462	-1
0.088234195	0.228889024	-1
0.304167594	0.745259311	-1
0.385475554	0.242166754	-1
0.025821915	0.462636938	-1
0.130845155	0.897468623	-1
0.118140894	0.640635419	-1
0.371433249	0.561375494	-1
0.320133304	0.958621759	-1
0.117340298	0.120493836	-1
0.300659013	0.490919162	-1
0.145622687	0.600395771	-1
0.322382968	0.904896787	-1
0.108232317	0.005518819	-1
0.428755621	0.904387456	-1
0.245479447	0.455373026	-1
0.411032354	0.660285115	-1
0.201499071	0.064474163	-1
0.259014468	0.045369159	-1
0.314090006	0.0417409	-1
0.081801708	0.721848041	-1
0.318121838	0.169665396	-1
0.073391273	0.51781	-1
0.369468741	0.164385935	-1
0.292440577	0.072713837	-1
0.185130217	0.414861614	-1
0.115930997	0.432248164	-1
0.094837563	0.252668201	-1
0.092827366	0.129332937	-1
0.010020941	0.213505931	-1
0.466122652	0.300731856	-1
0.767207656	0.717329143	1
1.009459775	0.557690582	1
0.642510054	0.216078597	1
1.01179914	0.654209782	1
0.917419639	0.136317844	1
0.711758624	0.478008253	1
0.749290475	0.87864423	1
0.732951181	0.526926311	1
0.912501397	0.726567116	1
0.721529253	0.827465032	1
0.782240488	0.764614433	1
0.665200476	0.202352105	1
0.784779541	0.808750409	1
0.648538844	0.900470477	1
0.77929143	0.911756887	1
0.744473279	0.865181633	1
0.556936943	0.222050975	1
0.860790653	0.336019672	1
0.552684104	0.846482472	1
0.883507701	0.05392897	1
0.814121605	0.895974525	1
0.95604652	0.071662356	1
0.829389736	0.077441217	1
0.694290874	0.058652877	1
0.713275388	0.036236543	1
0.932805538	0.033616911	1
0.876504723	0.150458805	1
0.666768613	0.658342463	1
0.988315409	0.631755628	1
0.767496693	0.582560619	1
0.966501883	0.596844467	1
0.81683548	0.84249495	1
1.012300934	0.239783931	1
0.597143343	0.984627518	1
1.009721138	0.357101893	1
0.779113112	0.411416445	1
0.660218544	0.256206161	1
0.889257283	0.42714497	1
1.013982371	0.512074115	1
0.542524509	0.59977703	1
0.68851833	0.12803819	1
0.633220264	0.348640225	1
0.823703275	0.403553701	1
0.659172194	0.117951665	1
0.860034137	0.21515677	1
1.019910703	0.102648321	1
0.633405013	0.476389606	1
0.879527978	0.25567791	1
0.555420392	0.258291271	1
0.638833524	0.224852515	1
